State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Day,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price,Max_Price,Modal_Price
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,12.3,32.6,47.1,6687.3,6946.5,6820.1
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,4.6,19.3,49.6,5429.9,5705.7,5540.2
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,1.9,24.9,43.0,6585.9,6890.3,6751.6
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,140.5,37.5,66.8,9042.6,9197.8,9120.7
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,45.9,28.2,47.8,5949.4,6184.3,6054.9
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,165.9,30.2,74.4,8504.0,8641.3,8591.3
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,88.8,34.1,66.4,8537.8,8881.4,8698.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,15.4,20.0,57.6,5378.3,5542.7,5457.3
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,7.4,22.2,50.4,5281.1,5551.0,5423.3
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,10.6,22.5,46.1,6077.1,6335.1,6200.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,97.1,33.2,61.2,8366.6,8511.3,8451.4
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,36.9,20.6,47.5,6027.2,6349.2,6140.2
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,16.2,32.6,48.5,6512.0,6853.9,6683.5
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,8.3,18.4,45.5,5623.0,5846.1,5728.2
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,11.5,26.6,42.6,6448.8,6677.4,6575.8
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,109.4,32.0,58.6,8696.9,8842.1,8763.4
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,32.0,25.9,57.8,6096.4,6231.1,6174.3
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,167.8,35.5,70.0,8481.8,8633.9,8534.0
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,0.6,17.9,48.2,5695.3,5896.9,5785.1
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,17.7,24.8,49.7,6888.2,7045.2,6947.8
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,100.1,33.2,63.9,8468.0,8860.1,8660.3
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,66.3,23.9,58.3,6436.5,6561.6,6505.2
Tamil Nadu,Dharmapuri,Palacode(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,16.0,33.0,50.5,6578.8,6752.6,6675.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,17.5,18.5,47.0,5995.0,6126.2,6064.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,12.7,22.8,46.8,6218.6,6457.6,6353.1
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,186.7,32.6,73.7,8920.6,9233.6,9081.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,42.6,22.3,45.7,6453.7,6747.8,6579.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,12.9,33.4,41.3,6706.3,7044.6,6897.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,16.8,15.3,45.0,5495.4,5914.3,5694.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,14.3,23.7,47.4,6820.2,7037.1,6914.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,177.7,34.8,73.8,8556.0,8726.6,8622.7
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,39.2,28.3,57.0,6331.5,6537.7,6433.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,166.0,27.5,71.0,8548.1,8934.2,8761.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,166.3,33.2,70.7,8111.6,8345.1,8213.9
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,19.0,19.9,51.0,5312.3,5478.8,5398.8
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,7.0,21.4,40.9,5843.4,6096.5,5991.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,13.4,23.7,45.8,6467.7,6585.4,6523.9
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,105.8,35.8,58.7,7918.3,8180.7,8022.5
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,20.7,22.0,48.2,6194.5,6490.6,6368.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,2.0,30.3,43.4,6397.3,6601.1,6475.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,19.9,18.9,52.7,5594.3,5953.1,5808.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,10.7,25.8,44.0,6499.3,6674.9,6583.1
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,193.1,35.9,69.3,8923.1,9278.7,9077.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,60.4,28.2,56.7,5995.7,6282.7,6120.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,198.4,31.3,78.1,8949.1,9235.2,9078.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,170.5,35.1,71.8,8577.1,8745.3,8635.7
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,11.7,21.2,41.1,5594.7,5896.6,5773.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,10.3,19.3,50.7,5772.8,6130.0,5906.1
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,3.5,20.8,45.0,6500.0,6774.7,6600.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,209.6,33.4,81.0,9469.9,9635.9,9539.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,37.1,24.2,49.9,6151.8,6501.5,6270.5
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,1.6,30.4,37.7,6621.0,6918.9,6753.0
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,9.0,16.9,48.0,5836.4,6036.5,5916.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,2.4,26.9,46.0,6646.2,6961.5,6817.8
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,154.7,34.0,63.1,8922.6,9181.6,9024.5
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,41.1,27.0,53.4,6460.3,6606.7,6517.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,238.8,29.3,82.9,9475.1,9679.7,9581.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,134.8,33.0,68.8,8755.6,9014.2,8887.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,18.2,21.2,52.3,5772.9,6000.7,5887.8
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,9.8,20.6,45.7,5125.0,5459.4,5301.9
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,12.6,19.6,49.6,6360.5,6602.6,6480.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,202.4,33.3,81.5,9274.5,9497.1,9381.8
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,22.6,23.1,51.6,6049.5,6329.5,6186.7
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,19.4,31.4,48.9,6312.5,6644.2,6496.1
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,10.4,21.3,47.0,5867.2,6206.2,6036.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,1.7,30.6,48.3,6387.7,6532.2,6457.8
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,145.3,33.7,70.9,8520.0,8800.7,8622.6
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,24.4,27.8,51.5,6132.7,6566.7,6363.2
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,139.3,35.1,67.8,8512.8,8677.3,8575.3
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,7.5,19.9,47.1,5273.5,5553.9,5418.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,7.4,26.6,45.3,6340.6,6572.0,6445.4
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,110.9,34.2,65.3,7901.1,8219.0,8034.9
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,47.3,23.1,56.2,6552.4,6814.3,6670.1
Tamil Nadu,Dharmapuri,Pennagaram(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,11.4,30.2,49.6,6357.0,6519.2,6435.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,7.2,20.1,50.4,5685.8,5947.3,5808.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,0.2,21.7,40.3,5997.8,6296.2,6103.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,103.1,32.2,57.6,8174.1,8509.1,8362.7
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,44.1,23.9,52.6,5744.0,5936.9,5842.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,17.4,30.7,46.9,6751.4,6988.6,6864.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,8.5,17.6,47.1,5377.9,5547.1,5457.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,11.5,25.2,46.3,6608.2,6736.9,6686.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,137.7,34.7,69.8,8122.8,8510.1,8305.7
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,47.4,24.9,56.1,6063.1,6219.7,6141.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,87.4,32.2,60.2,8507.3,8792.6,8641.4
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,101.8,33.6,64.3,9324.3,9538.2,9424.9
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,19.7,18.0,47.0,6115.9,6369.2,6233.6
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,5.2,19.8,47.3,5434.1,5731.2,5609.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,19.1,23.3,51.0,6792.9,7161.4,6932.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,135.7,34.6,63.2,7963.2,8241.6,8109.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,36.1,21.9,51.9,6027.4,6262.4,6147.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,1.3,31.8,45.5,6530.5,6882.0,6678.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,15.0,24.7,48.6,5497.9,5711.3,5635.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,2.3,25.7,48.1,6678.8,6838.6,6762.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,95.2,36.1,63.0,8092.4,8352.8,8208.4
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,22.6,29.4,46.6,6089.0,6364.7,6210.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,13/09/2026,2026,9,13,Monsoon,119.0,30.0,69.7,8720.7,9065.3,8918.4
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,14/06/2026,2026,6,14,Monsoon,107.8,34.4,62.9,8078.2,8295.6,8184.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,14/12/2025,2025,12,14,Winter,17.9,20.5,44.9,5348.5,5530.3,5450.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,15/02/2026,2026,2,15,Winter,10.9,20.1,43.0,5214.8,5612.1,5437.0
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,15/03/2026,2026,3,15,Summer,15.5,21.8,51.5,7052.8,7307.9,7208.8
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,16/08/2026,2026,8,16,Monsoon,105.3,34.2,61.0,8320.9,8534.2,8400.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,16/11/2025,2025,11,16,Post-Monsoon,43.6,26.2,62.1,6021.5,6320.8,6187.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,17/05/2026,2026,5,17,Summer,4.8,30.6,48.2,6656.9,6881.0,6765.9
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,18/01/2026,2026,1,18,Winter,9.7,16.8,48.2,5742.7,5886.4,5817.3
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,19/04/2026,2026,4,19,Summer,2.6,27.3,39.9,6213.3,6571.5,6396.6
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,19/07/2026,2026,7,19,Monsoon,155.4,35.8,67.5,8344.7,8649.8,8485.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,19/10/2025,2025,10,19,Post-Monsoon,61.1,25.3,48.6,6013.7,6325.0,6194.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,20/09/2026,2026,9,20,Monsoon,129.9,31.7,62.5,8961.4,9191.9,9088.6
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,21/06/2026,2026,6,21,Monsoon,134.7,34.2,70.5,8521.7,8771.1,8634.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,21/12/2025,2025,12,21,Winter,15.2,21.4,46.5,5050.5,5297.7,5161.6
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,22/02/2026,2026,2,22,Winter,15.5,19.5,48.8,5832.3,5939.9,5888.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,22/03/2026,2026,3,22,Summer,7.1,23.9,41.3,6425.5,6570.7,6491.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,23/08/2026,2026,8,23,Monsoon,178.5,33.1,74.7,8691.4,8834.4,8749.6
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,23/11/2025,2025,11,23,Post-Monsoon,44.8,24.0,45.5,6261.5,6612.3,6446.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,24/05/2026,2026,5,24,Summer,7.2,31.5,46.3,6434.1,6642.3,6543.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,25/01/2026,2026,1,25,Winter,3.9,20.9,46.7,5113.9,5368.6,5235.9
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,26/04/2026,2026,4,26,Summer,10.6,27.5,45.0,6301.6,6578.2,6446.4
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,26/07/2026,2026,7,26,Monsoon,243.4,33.4,85.0,8997.1,9149.5,9085.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,26/10/2025,2025,10,26,Post-Monsoon,43.5,25.8,51.8,5637.2,5770.8,5716.5
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,28/06/2026,2026,6,28,Monsoon,95.3,34.7,63.1,8019.6,8274.0,8167.7
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,28/12/2025,2025,12,28,Winter,1.9,20.7,41.0,5739.2,5884.2,5811.1
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,29/03/2026,2026,3,29,Summer,9.9,24.2,49.3,6557.8,6873.9,6725.8
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,30/08/2026,2026,8,30,Monsoon,200.6,33.5,76.7,8760.2,8964.7,8850.7
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,30/11/2025,2025,11,30,Post-Monsoon,78.3,22.8,58.6,6369.4,6519.0,6429.2
Tamil Nadu,Dindigul,Chinnalapatti(Uzhavar Sandhai ),Onion,Bellary,Local,31/05/2026,2026,5,31,Summer,9.6,32.9,51.4,5725.6,6099.4,5912.4
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,01/02/2026,2026,2,1,Winter,18.7,17.0,51.4,5779.8,6046.4,5922.2
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,01/03/2026,2026,3,1,Summer,6.2,24.2,43.8,6283.2,6609.5,6442.7
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,02/08/2026,2026,8,2,Monsoon,150.2,34.0,64.5,8373.3,8703.9,8528.6
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,02/11/2025,2025,11,2,Post-Monsoon,57.0,21.6,53.6,6027.0,6316.9,6179.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,03/05/2026,2026,5,3,Summer,7.6,33.2,43.7,6739.3,7015.3,6888.5
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,04/01/2026,2026,1,4,Winter,16.4,18.8,46.0,5779.1,5940.1,5861.7
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,05/04/2026,2026,4,5,Summer,12.9,28.0,48.9,6786.1,7088.9,6936.7
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,05/07/2026,2026,7,5,Monsoon,231.0,36.7,81.8,9624.0,9767.5,9694.4
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,05/10/2025,2025,10,5,Post-Monsoon,59.4,26.2,55.9,6098.2,6424.0,6254.9
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,06/09/2026,2026,9,6,Monsoon,90.5,30.8,58.2,8188.7,8573.7,8381.6
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,07/06/2026,2026,6,7,Monsoon,178.2,33.4,72.6,8501.5,8709.0,8603.6
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,07/12/2025,2025,12,7,Winter,1.1,20.1,43.4,5558.8,5729.7,5636.4
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,08/02/2026,2026,2,8,Winter,5.7,21.2,50.1,5882.4,6176.7,6062.7
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,08/03/2026,2026,3,8,Summer,8.6,25.2,43.4,6326.8,6527.2,6430.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,09/08/2026,2026,8,9,Monsoon,184.4,35.7,80.7,8920.0,9128.9,9044.8
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,09/11/2025,2025,11,9,Post-Monsoon,56.8,23.5,55.2,6377.0,6536.2,6452.5
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,10/05/2026,2026,5,10,Summer,12.8,29.6,48.6,5938.7,6247.2,6069.0
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,11/01/2026,2026,1,11,Winter,10.3,19.0,43.7,5533.7,5676.2,5625.9
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,12/04/2026,2026,4,12,Summer,3.8,28.2,44.0,6723.4,6974.3,6829.8
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,12/07/2026,2026,7,12,Monsoon,243.2,37.9,86.6,9341.5,9548.6,9453.4
Tamil Nadu,Dindigul,Dindigul(Uzhavar Sandhai ),Onion,Bellary,Local,12/10/2025,2025,10,12,Post-Monsoon,39.0,28.2,47.4,6379.1,6511.1,6445.8
